CaseId,EaId,Label,Symbol,Period,Variant,SessionValue,Dynamic,Stage,From,To,Model,Report,session,period_text,history_quality_pct,bars,ticks,initial_balance,final_balance,net_profit,return_pct,gross_profit,gross_loss,profit_factor,equity_dd_amount,equity_dd_pct,balance_dd_amount,balance_dd_pct,trades,wins,losses,win_rate,commission,swap,score,status,report
momentum-ustec__session-all-dynamic,momentum-ustec,Nasdaq 5M Candle Momentum,USTEC,M5,session-all-dynamic,0,True,Locked,2025.09.01,2026.08.31,0,C:\Users\hama101\Desktop\geek\ai trader\AAA EAs\BM Trading Robust Sets 2026-08-04\Dynamic Trailing Session Research 2026-09-01\Backtest Reports\Locked\momentum-ustec__session-all-dynamic.htm,all,M5 (2025.09.01 - 2026.08.31),100.0,70506,91082833,10000.0,12801.08,2801.08,28.010799999999996,16718.81,-13917.73,1.2,1727.16,12.29,1520.36,10.96,257,140,117,54.47,-185.55999999999997,-78.77,13.742229340763725,valid,C:\Users\hama101\Desktop\geek\ai trader\AAA EAs\BM Trading Robust Sets 2026-08-04\Dynamic Trailing Session Research 2026-09-01\Backtest Reports\Locked\momentum-ustec__session-all-dynamic.htm
news-xau__current,news-xau,News Pulse LONG ONLY,XAUUSD,M1,current,0,False,Locked,2025.09.01,2026.08.31,0,C:\Users\hama101\Desktop\geek\ai trader\AAA EAs\BM Trading Robust Sets 2026-08-04\Dynamic Trailing Session Research 2026-09-01\Backtest Reports\Locked\news-xau__current.htm,all,M1 (2025.09.01 - 2026.08.31),99.0,352108,100974719,10000.0,16058.05,6058.05,60.5805,6366.92,-308.87,20.61,406.75,2.47,153.52,0.95,19,15,4,78.95,-19.97,0.0,75.64765836941422,valid,C:\Users\hama101\Desktop\geek\ai trader\AAA EAs\BM Trading Robust Sets 2026-08-04\Dynamic Trailing Session Research 2026-09-01\Backtest Reports\Locked\news-xau__current.htm
news-xau__dynamic-only,news-xau,News Pulse LONG ONLY,XAUUSD,M1,dynamic-only,0,True,Locked,2025.09.01,2026.08.31,0,C:\Users\hama101\Desktop\geek\ai trader\AAA EAs\BM Trading Robust Sets 2026-08-04\Dynamic Trailing Session Research 2026-09-01\Backtest Reports\Locked\news-xau__dynamic-only.htm,all,M1 (2025.09.01 - 2026.08.31),99.0,352108,100974719,10000.0,16239.43,6239.43,62.3943,6396.27,-156.84,40.78,225.72,1.46,105.66,1.03,19,16,3,84.21,-19.97,0.0,82.81845059087786,valid,C:\Users\hama101\Desktop\geek\ai trader\AAA EAs\BM Trading Robust Sets 2026-08-04\Dynamic Trailing Session Research 2026-09-01\Backtest Reports\Locked\news-xau__dynamic-only.htm
news-xau__session-all,news-xau,News Pulse LONG ONLY,XAUUSD,M1,session-all,0,False,Locked,2025.09.01,2026.08.31,0,C:\Users\hama101\Desktop\geek\ai trader\AAA EAs\BM Trading Robust Sets 2026-08-04\Dynamic Trailing Session Research 2026-09-01\Backtest Reports\Locked\news-xau__session-all.htm,all,M1 (2025.09.01 - 2026.08.31),99.0,352108,100974719,10000.0,16058.05,6058.05,60.5805,6366.92,-308.87,20.61,406.75,2.47,153.52,0.95,19,15,4,78.95,-19.97,0.0,75.64765836941422,valid,C:\Users\hama101\Desktop\geek\ai trader\AAA EAs\BM Trading Robust Sets 2026-08-04\Dynamic Trailing Session Research 2026-09-01\Backtest Reports\Locked\news-xau__session-all.htm
news-xau__session-all-dynamic,news-xau,News Pulse LONG ONLY,XAUUSD,M1,session-all-dynamic,0,True,Locked,2025.09.01,2026.08.31,0,C:\Users\hama101\Desktop\geek\ai trader\AAA EAs\BM Trading Robust Sets 2026-08-04\Dynamic Trailing Session Research 2026-09-01\Backtest Reports\Locked\news-xau__session-all-dynamic.htm,all,M1 (2025.09.01 - 2026.08.31),99.0,352108,100974719,10000.0,16239.43,6239.43,62.3943,6396.27,-156.84,40.78,225.72,1.46,105.66,1.03,19,16,3,84.21,-19.97,0.0,82.81845059087786,valid,C:\Users\hama101\Desktop\geek\ai trader\AAA EAs\BM Trading Robust Sets 2026-08-04\Dynamic Trailing Session Research 2026-09-01\Backtest Reports\Locked\news-xau__session-all-dynamic.htm
orb-volume-xau__current,orb-volume-xau,ORB Volume Profile,XAUUSD,M5,current,0,False,Locked,2025.09.01,2026.08.31,0,C:\Users\hama101\Desktop\geek\ai trader\AAA EAs\BM Trading Robust Sets 2026-08-04\Dynamic Trailing Session Research 2026-09-01\Backtest Reports\Locked\orb-volume-xau__current.htm,all,M5 (2025.09.01 - 2026.08.31),99.0,70574,100974721,10000.0,11274.49,1274.49,12.744900000000001,2754.36,-1479.87,1.86,644.08,6.22,547.0,5.32,49,22,27,44.9,-16.04,0.0,8.693358926350662,valid,C:\Users\hama101\Desktop\geek\ai trader\AAA EAs\BM Trading Robust Sets 2026-08-04\Dynamic Trailing Session Research 2026-09-01\Backtest Reports\Locked\orb-volume-xau__current.htm
orb-volume-xau__dynamic-only,orb-volume-xau,ORB Volume Profile,XAUUSD,M5,dynamic-only,0,True,Locked,2025.09.01,2026.08.31,0,C:\Users\hama101\Desktop\geek\ai trader\AAA EAs\BM Trading Robust Sets 2026-08-04\Dynamic Trailing Session Research 2026-09-01\Backtest Reports\Locked\orb-volume-xau__dynamic-only.htm,all,M5 (2025.09.01 - 2026.08.31),99.0,70574,100974721,10000.0,11345.69,1345.69,13.4569,2825.33,-1479.64,1.91,618.39,5.98,521.31,5.07,49,24,25,48.98,-16.04,0.0,9.864519452351228,valid,C:\Users\hama101\Desktop\geek\ai trader\AAA EAs\BM Trading Robust Sets 2026-08-04\Dynamic Trailing Session Research 2026-09-01\Backtest Reports\Locked\orb-volume-xau__dynamic-only.htm
orb-volume-xau__session-all,orb-volume-xau,ORB Volume Profile,XAUUSD,M5,session-all,0,False,Locked,2025.09.01,2026.08.31,0,C:\Users\hama101\Desktop\geek\ai trader\AAA EAs\BM Trading Robust Sets 2026-08-04\Dynamic Trailing Session Research 2026-09-01\Backtest Reports\Locked\orb-volume-xau__session-all.htm,all,M5 (2025.09.01 - 2026.08.31),99.0,70574,100974721,10000.0,11274.49,1274.49,12.744900000000001,2754.36,-1479.87,1.86,644.08,6.22,547.0,5.32,49,22,27,44.9,-16.04,0.0,8.693358926350662,valid,C:\Users\hama101\Desktop\geek\ai trader\AAA EAs\BM Trading Robust Sets 2026-08-04\Dynamic Trailing Session Research 2026-09-01\Backtest Reports\Locked\orb-volume-xau__session-all.htm
orb-volume-xau__session-all-dynamic,orb-volume-xau,ORB Volume Profile,XAUUSD,M5,session-all-dynamic,0,True,Locked,2025.09.01,2026.08.31,0,C:\Users\hama101\Desktop\geek\ai trader\AAA EAs\BM Trading Robust Sets 2026-08-04\Dynamic Trailing Session Research 2026-09-01\Backtest Reports\Locked\orb-volume-xau__session-all-dynamic.htm,all,M5 (2025.09.01 - 2026.08.31),99.0,70574,100974721,10000.0,11345.69,1345.69,13.4569,2825.33,-1479.64,1.91,618.39,5.98,521.31,5.07,49,24,25,48.98,-16.04,0.0,9.864519452351228,valid,C:\Users\hama101\Desktop\geek\ai trader\AAA EAs\BM Trading Robust Sets 2026-08-04\Dynamic Trailing Session Research 2026-09-01\Backtest Reports\Locked\orb-volume-xau__session-all-dynamic.htm
overnight-ustec__current,overnight-ustec,Nasdaq Overnight,USTEC,M1,current,0,False,Locked,2025.09.01,2026.08.31,0,C:\Users\hama101\Desktop\geek\ai trader\AAA EAs\BM Trading Robust Sets 2026-08-04\Dynamic Trailing Session Research 2026-09-01\Backtest Reports\Locked\overnight-ustec__current.htm,all,M1 (2025.09.01 - 2026.08.31),100.0,352512,91082833,10000.0,10844.34,844.34,8.4434,1899.34,-1055.0,1.8,257.5,2.36,193.39,1.77,72,46,26,63.89,-8.540000000000008,-104.00000000000006,9.020119989412716,valid,C:\Users\hama101\Desktop\geek\ai trader\AAA EAs\BM Trading Robust Sets 2026-08-04\Dynamic Trailing Session Research 2026-09-01\Backtest Reports\Locked\overnight-ustec__current.htm
overnight-ustec__dynamic-only,overnight-ustec,Nasdaq Overnight,USTEC,M1,dynamic-only,0,True,Locked,2025.09.01,2026.08.31,0,C:\Users\hama101\Desktop\geek\ai trader\AAA EAs\BM Trading Robust Sets 2026-08-04\Dynamic Trailing Session Research 2026-09-01\Backtest Reports\Locked\overnight-ustec__dynamic-only.htm,all,M1 (2025.09.01 - 2026.08.31),100.0,352512,91082833,10000.0,10696.56,696.56,6.965599999999999,1747.57,-1051.01,1.66,260.53,2.4,215.27,1.99,72,46,26,63.89,-8.530000000000008,-103.47000000000004,7.0065056142107105,valid,C:\Users\hama101\Desktop\geek\ai trader\AAA EAs\BM Trading Robust Sets 2026-08-04\Dynamic Trailing Session Research 2026-09-01\Backtest Reports\Locked\overnight-ustec__dynamic-only.htm
overnight-ustec__session-all,overnight-ustec,Nasdaq Overnight,USTEC,M1,session-all,0,False,Locked,2025.09.01,2026.08.31,0,C:\Users\hama101\Desktop\geek\ai trader\AAA EAs\BM Trading Robust Sets 2026-08-04\Dynamic Trailing Session Research 2026-09-01\Backtest Reports\Locked\overnight-ustec__session-all.htm,all,M1 (2025.09.01 - 2026.08.31),100.0,352512,91082833,10000.0,10844.34,844.34,8.4434,1899.34,-1055.0,1.8,257.5,2.36,193.39,1.77,72,46,26,63.89,-8.540000000000008,-104.00000000000006,9.020119989412716,valid,C:\Users\hama101\Desktop\geek\ai trader\AAA EAs\BM Trading Robust Sets 2026-08-04\Dynamic Trailing Session Research 2026-09-01\Backtest Reports\Locked\overnight-ustec__session-all.htm
overnight-ustec__session-all-dynamic,overnight-ustec,Nasdaq Overnight,USTEC,M1,session-all-dynamic,0,True,Locked,2025.09.01,2026.08.31,0,C:\Users\hama101\Desktop\geek\ai trader\AAA EAs\BM Trading Robust Sets 2026-08-04\Dynamic Trailing Session Research 2026-09-01\Backtest Reports\Locked\overnight-ustec__session-all-dynamic.htm,all,M1 (2025.09.01 - 2026.08.31),100.0,352512,91082833,10000.0,10696.56,696.56,6.965599999999999,1747.57,-1051.01,1.66,260.53,2.4,215.27,1.99,72,46,26,63.89,-8.530000000000008,-103.47000000000004,7.0065056142107105,valid,C:\Users\hama101\Desktop\geek\ai trader\AAA EAs\BM Trading Robust Sets 2026-08-04\Dynamic Trailing Session Research 2026-09-01\Backtest Reports\Locked\overnight-ustec__session-all-dynamic.htm
topdown-btc__current,topdown-btc,BTC Top Down FVG Liquidity,BTCUSD,M15,current,0,False,Locked,2025.09.01,2026.08.31,0,C:\Users\hama101\Desktop\geek\ai trader\AAA EAs\BM Trading Robust Sets 2026-08-04\Dynamic Trailing Session Research 2026-09-01\Backtest Reports\Locked\topdown-btc__current.htm,all,M15 (2025.09.01 - 2026.08.31),100.0,34942,47199541,10000.0,11274.17,1274.17,12.7417,2660.08,-1385.91,1.92,404.77,3.84,214.72,2.04,26,13,13,50.0,-47.28,0.0,11.85565111623814,valid,C:\Users\hama101\Desktop\geek\ai trader\AAA EAs\BM Trading Robust Sets 2026-08-04\Dynamic Trailing Session Research 2026-09-01\Backtest Reports\Locked\topdown-btc__current.htm
topdown-btc__dynamic-only,topdown-btc,BTC Top Down FVG Liquidity,BTCUSD,M15,dynamic-only,0,True,Locked,2025.09.01,2026.08.31,0,C:\Users\hama101\Desktop\geek\ai trader\AAA EAs\BM Trading Robust Sets 2026-08-04\Dynamic Trailing Session Research 2026-09-01\Backtest Reports\Locked\topdown-btc__dynamic-only.htm,all,M15 (2025.09.01 - 2026.08.31),100.0,34942,47199541,10000.0,10895.16,895.16,8.9516,2169.5,-1274.34,1.7,377.6,3.6,287.0,2.75,26,14,12,53.85,-46.69,0.0,7.635369506373022,valid,C:\Users\hama101\Desktop\geek\ai trader\AAA EAs\BM Trading Robust Sets 2026-08-04\Dynamic Trailing Session Research 2026-09-01\Backtest Reports\Locked\topdown-btc__dynamic-only.htm
topdown-btc__session-asia,topdown-btc,BTC Top Down FVG Liquidity,BTCUSD,M15,session-asia,1,False,Locked,2025.09.01,2026.08.31,0,C:\Users\hama101\Desktop\geek\ai trader\AAA EAs\BM Trading Robust Sets 2026-08-04\Dynamic Trailing Session Research 2026-09-01\Backtest Reports\Locked\topdown-btc__session-asia.htm,asia,M15 (2025.09.01 - 2026.08.31),100.0,34942,47199541,10000.0,10883.08,883.08,8.8308,1418.88,-535.8,2.65,259.25,2.46,221.61,2.11,12,7,5,58.33,-22.65,0.0,11.603157839988786,valid,C:\Users\hama101\Desktop\geek\ai trader\AAA EAs\BM Trading Robust Sets 2026-08-04\Dynamic Trailing Session Research 2026-09-01\Backtest Reports\Locked\topdown-btc__session-asia.htm
topdown-btc__session-asia-dynamic,topdown-btc,BTC Top Down FVG Liquidity,BTCUSD,M15,session-asia-dynamic,1,True,Locked,2025.09.01,2026.08.31,0,C:\Users\hama101\Desktop\geek\ai trader\AAA EAs\BM Trading Robust Sets 2026-08-04\Dynamic Trailing Session Research 2026-09-01\Backtest Reports\Locked\topdown-btc__session-asia-dynamic.htm,asia,M15 (2025.09.01 - 2026.08.31),100.0,34942,47199541,10000.0,10542.88,542.88,5.428800000000001,1076.89,-534.01,2.02,404.52,3.85,381.8,3.64,12,7,5,58.33,-22.439999999999998,0.0,4.834885068478681,valid,C:\Users\hama101\Desktop\geek\ai trader\AAA EAs\BM Trading Robust Sets 2026-08-04\Dynamic Trailing Session Research 2026-09-01\Backtest Reports\Locked\topdown-btc__session-asia-dynamic.htm
topdown-eth__current,topdown-eth,ETH Top Down FVG Liquidity,ETHUSD,M15,current,0,False,Locked,2025.09.01,2026.08.31,0,C:\Users\hama101\Desktop\geek\ai trader\AAA EAs\BM Trading Robust Sets 2026-08-04\Dynamic Trailing Session Research 2026-09-01\Backtest Reports\Locked\topdown-eth__current.htm,all,M15 (2025.09.01 - 2026.08.31),100.0,34942,30202916,10000.0,11030.31,1030.31,10.3031,2845.63,-1815.32,1.57,688.87,6.68,455.58,4.48,26,10,16,38.46,-149.77999999999997,-4.09,4.659553716161302,valid,C:\Users\hama101\Desktop\geek\ai trader\AAA EAs\BM Trading Robust Sets 2026-08-04\Dynamic Trailing Session Research 2026-09-01\Backtest Reports\Locked\topdown-eth__current.htm
topdown-eth__dynamic-only,topdown-eth,ETH Top Down FVG Liquidity,ETHUSD,M15,dynamic-only,0,True,Locked,2025.09.01,2026.08.31,0,C:\Users\hama101\Desktop\geek\ai trader\AAA EAs\BM Trading Robust Sets 2026-08-04\Dynamic Trailing Session Research 2026-09-01\Backtest Reports\Locked\topdown-eth__dynamic-only.htm,all,M15 (2025.09.01 - 2026.08.31),100.0,34942,30202916,10000.0,11034.52,1034.52,10.3452,2570.4,-1535.88,1.67,705.72,6.68,466.7,4.48,26,13,13,50.0,-151.36999999999998,-4.18,5.072141758571983,valid,C:\Users\hama101\Desktop\geek\ai trader\AAA EAs\BM Trading Robust Sets 2026-08-04\Dynamic Trailing Session Research 2026-09-01\Backtest Reports\Locked\topdown-eth__dynamic-only.htm
topdown-eth__session-all,topdown-eth,ETH Top Down FVG Liquidity,ETHUSD,M15,session-all,0,False,Locked,2025.09.01,2026.08.31,0,C:\Users\hama101\Desktop\geek\ai trader\AAA EAs\BM Trading Robust Sets 2026-08-04\Dynamic Trailing Session Research 2026-09-01\Backtest Reports\Locked\topdown-eth__session-all.htm,all,M15 (2025.09.01 - 2026.08.31),100.0,34942,30202916,10000.0,11030.31,1030.31,10.3031,2845.63,-1815.32,1.57,688.87,6.68,455.58,4.48,26,10,16,38.46,-149.77999999999997,-4.09,4.659553716161302,valid,C:\Users\hama101\Desktop\geek\ai trader\AAA EAs\BM Trading Robust Sets 2026-08-04\Dynamic Trailing Session Research 2026-09-01\Backtest Reports\Locked\topdown-eth__session-all.htm
topdown-eth__session-all-dynamic,topdown-eth,ETH Top Down FVG Liquidity,ETHUSD,M15,session-all-dynamic,0,True,Locked,2025.09.01,2026.08.31,0,C:\Users\hama101\Desktop\geek\ai trader\AAA EAs\BM Trading Robust Sets 2026-08-04\Dynamic Trailing Session Research 2026-09-01\Backtest Reports\Locked\topdown-eth__session-all-dynamic.htm,all,M15 (2025.09.01 - 2026.08.31),100.0,34942,30202916,10000.0,11034.52,1034.52,10.3452,2570.4,-1535.88,1.67,705.72,6.68,466.7,4.48,26,13,13,50.0,-151.36999999999998,-4.18,5.072141758571983,valid,C:\Users\hama101\Desktop\geek\ai trader\AAA EAs\BM Trading Robust Sets 2026-08-04\Dynamic Trailing Session Research 2026-09-01\Backtest Reports\Locked\topdown-eth__session-all-dynamic.htm
weakness-xau__current,weakness-xau,AAA Final XAU Weakness,XAUUSD,M15,current,0,False,Locked,2025.09.01,2026.08.31,0,C:\Users\hama101\Desktop\geek\ai trader\AAA EAs\BM Trading Robust Sets 2026-08-04\Dynamic Trailing Session Research 2026-09-01\Backtest Reports\Locked\weakness-xau__current.htm,all,M15 (2025.09.01 - 2026.08.31),99.0,23533,100974721,10000.0,11791.61,1791.61,17.9161,14912.16,-13120.55,1.14,1538.5,11.54,1350.15,10.27,191,71,120,37.17,-79.6299999999999,-203.6300000000001,4.277269574438425,valid,C:\Users\hama101\Desktop\geek\ai trader\AAA EAs\BM Trading Robust Sets 2026-08-04\Dynamic Trailing Session Research 2026-09-01\Backtest Reports\Locked\weakness-xau__current.htm
weakness-xau__dynamic-only,weakness-xau,AAA Final XAU Weakness,XAUUSD,M15,dynamic-only,0,True,Locked,2025.09.01,2026.08.31,0,C:\Users\hama101\Desktop\geek\ai trader\AAA EAs\BM Trading Robust Sets 2026-08-04\Dynamic Trailing Session Research 2026-09-01\Backtest Reports\Locked\weakness-xau__dynamic-only.htm,all,M15 (2025.09.01 - 2026.08.31),99.0,23533,100974721,10000.0,12775.75,2775.75,27.7575,14650.06,-11874.31,1.23,1289.12,9.29,1180.05,9.37,208,107,101,51.44,-90.93999999999991,-148.99,17.38708501630596,valid,C:\Users\hama101\Desktop\geek\ai trader\AAA EAs\BM Trading Robust Sets 2026-08-04\Dynamic Trailing Session Research 2026-09-01\Backtest Reports\Locked\weakness-xau__dynamic-only.htm
weakness-xau__session-asia,weakness-xau,AAA Final XAU Weakness,XAUUSD,M15,session-asia,1,False,Locked,2025.09.01,2026.08.31,0,C:\Users\hama101\Desktop\geek\ai trader\AAA EAs\BM Trading Robust Sets 2026-08-04\Dynamic Trailing Session Research 2026-09-01\Backtest Reports\Locked\weakness-xau__session-asia.htm,asia,M15 (2025.09.01 - 2026.08.31),99.0,23533,100974721,10000.0,9497.78,-502.22,-5.022200000000001,5066.46,-5568.68,0.91,1288.15,12.37,1168.29,11.3,93,29,64,31.18,-33.29,-14.440000000000001,-21.05056407682745,valid,C:\Users\hama101\Desktop\geek\ai trader\AAA EAs\BM Trading Robust Sets 2026-08-04\Dynamic Trailing Session Research 2026-09-01\Backtest Reports\Locked\weakness-xau__session-asia.htm
weakness-xau__session-asia-dynamic,weakness-xau,AAA Final XAU Weakness,XAUUSD,M15,session-asia-dynamic,1,True,Locked,2025.09.01,2026.08.31,0,C:\Users\hama101\Desktop\geek\ai trader\AAA EAs\BM Trading Robust Sets 2026-08-04\Dynamic Trailing Session Research 2026-09-01\Backtest Reports\Locked\weakness-xau__session-asia-dynamic.htm,asia,M15 (2025.09.01 - 2026.08.31),99.0,23533,100974721,10000.0,10109.66,109.66,1.0966,4827.96,-4718.3,1.02,925.48,8.83,842.77,8.05,99,47,52,47.47,-36.03,-4.12,-9.82208423622292,valid,C:\Users\hama101\Desktop\geek\ai trader\AAA EAs\BM Trading Robust Sets 2026-08-04\Dynamic Trailing Session Research 2026-09-01\Backtest Reports\Locked\weakness-xau__session-asia-dynamic.htm
